?ιομηδείας,51,72  46.393,12.242,3  2  724,,105,57  0  57
Εξοχής,3,3  5.829,1.336,0  0  0,,0,1  0  1
Ερασμίου,5,5  1.398,398,0  0  0,,0,3  1  2
Ευλάλου,18,20  8.553,2.336,3  3  869,,249,16  1  15
Ευμοίρου,15,20  52.578,8.770,1  1  448,,149,8  0  8
Εχίνου,13,24  7.552,2.491,1  1  150,,50,23  0  23
Θερμών,4,5  1.084,313,1  1  410,,140,5  0  5
Καρυοφύτου,2,2  680,175,0  0  0,,0,2  0  2
Κιμμερίων,22,33  19.997,4.585,0  0  0,,0,32  0  32
Κομνηνών,3,4  1.305,372,0  0  0,,0,4  0  4
Κοτύλης,10,17  4.526,1.498,1  0  150,,50,16  0  16
Κουτσού,1,2  360,120,1  0  90,,30,3  1  2
Μαγγάνων,3,4  1.846,587,0  0  0,,0,1  0  1
Μαγικού,3,3  15.261,2.663,0  0  0,,0,1  0  1
Μάνδρας,2,3  6.810,1.070,0  0  0,,0,1  0  1
Μύκης,64,102  28.925,8.945,4  3  843,,256,95  3  92
Μυρωδάτου,1,1  327,84,1  1  150,,50,1  0  1
Νέας Κεσσάνης,6,8  2.670,820,0  0  0,,0,4  0  4
Νεοχωρίου,1,1  240,80,0  0  0,,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Ολβίου,3,3  33.140,4.828,0  0  0,,0,0  0  0
Πηγαδίων,2,3  3.910,860,0  0  0,,0,2  0  2
Πολυσίτου,1,2  325,97,0  0  0,,0,1  0  1
Σατρών,1,1  180,60,0  0  0,,0,1  0  1
Σελέρου,62,97  26.759,8.306,7  7  1.806,,589,83  6  77
Σουνίου,13,16  4.830,1.436,0  0  0,,0,9  0  9
Τοξοτών,6,7  2.421,671,1  0  160,,53,5  1  4
Ωραίου,6,7  2.194,714,1  1  487,,128,8  0  8
ΝΟΜΟΣ ΡΟ?ΟΠΗΣ,320,637  692.697,149.300,229  167  145.596,,31.258,1.037  443  594
Κομοτηνής,171,423  613.892,126.008,91  84  95.913,,17.591,780  369  411
Αιγείρου,19,29  11.426,3.185,21  15  6.421,,1.989,44  17  27
Αμαξάδων,17,30  11.965,3.927,15  13  4.057,,1.364,44  8  36
Αμαράντων,2,2  1.073,287,0  0  0,,0,2  0  2
Αμβροσίας,1,1  723,243,0  0  0,,0,1  0  1
Θρυλορίου,0,0  0,0,1  0  1.406,,280,0  0  0
Ιάσμου,18,21  9.122,2.810,35  24  7.231,,2.343,50  16  34
Καρυδιάς,1,1  377,106,0  0  0,,0,1  0  1
Μαρωνείας,28,41  10.719,3.317,11  6  2.077,,614,30  8  22
Μέσης,0,0  0,0,2  1  339,,106,2  1  1
Νέου Σιδηροχωρίου,4,4  1.752,412,3  2  642,,204,5  2  3
Ξυλαγανής,1,1  419,120,0  0  0,,0,1  0  1
Οργάνης,1,1  239,69,0  0  0,,0,0  0  0
Πολυάνθου,1,2  741,210,0  0  0,,0,1  0  1
Σώστου,20,30  8.001,2.408,27  15  6.292,,2.026,32  13  19
Σαπών,14,23  11.233,2.798,11  5  17.329,,3.676,23  4  19
Αράτου,0,0  0,0,1  1  190,,62,1  1  0
Αρίσβης,1,2  869,272,0  0  0,,0,1  0  1
Αρριανών,8,8  3.372,1.024,6  0  2.364,,584,8  3  5
Κέχρου,1,1  962,275,0  0  0,,0,0  0  0
Νέας Σάντας,1,1  245,83,0  0  0,,0,1  0  1
Φιλλύρας,11,16  5.567,1.746,5  1  1.335,,419,10  1  9
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
ΚΕΝΤΡΙΚΗ ΜΑΚΕ?ΟΝΙΑ,5.941,12.813  10.140.606,2.629.219,2.442  2.095  1.740.196,403.758,16.905  4.747  12.158
ΝΟΜΟΣ ΗΜΑΘΙΑΣ,428,773  613.585,165.262,352  260  193.965,57.828,773  150  623
Αλεξανδρείας,52,86  64.483,16.822,50  48  30.128,7.806,107  12  95
Βεροίας,92,259  167.605,53.171,40  35  16.027,5.451,270  51  219
Αγίας Βαρβάρας,5,7  4.891,1.315,4  2  1.487,453,4  0  4
Αγίας Μαρίνης,1,2  930,310,1  1  529,162,3  0  3
Αγίου Γεωργίου,6,9  21.409,4.537,11  9  4.413,1.401,12  2  10
Αγκαθιάς,0,0  0,0,2  2  413,110,2  1  1
Βεργίνης,1,2  885,252,5  4  2.975,959,3  1  2
Βρυσακίου,1,1  485,120,2  1  775,217,2  0  2
Γεωργιανών,2,2  858,284,2  2  1.375,337,3  0  3
?ασκίου,1,1  900,200,0  0  0,0,0  0  0
?ιαβατού,2,3  851,253,1  1  27,9,2  1  1
Επισκοπής,0,0  0,0,1  2  837,270,1  0  1
Καβασίλων,2,4  1.268,387,6  3  2.609,810,7  1  6
Καμποχωρίου,3,4  1.195,322,1  0  300,75,2  0  2
Καστανέας,11,15  5.414,1.650,0  0  0,0,12  1  11
Κεφαλοχωρίου,0,0  0,0,1  0  462,154,1  0  1
Κλειδίου,1,1  256,70,0  0  0,0,1  1  0
Κουλούρας,1,1  150,50,3  3  702,358,3  1  2
Κουμαριάς,2,3  704,227,1  1  21,70,3  0  3
Λουτρού,1,1  585,150,0  0  0,0,1  0  1
Λυκόγιαννης,3,4  2.610,659,0  0  0,0,1  0  1
Μακροχωρίου,22,30  35.745,6.733,13  11  4.335,1.483,25  0  25
Μελίκης,15,23  11.054,2.837,9  6  2.874,1.101,16  3  13
Νέας Νικομηδείας,1,2  892,255,0  0  0,0,0  0  0
Νεοκάστρου,3,5  2.169,667,0  0  0,0,3  0  3
Νεοχωρίου,0,0  0,0,1  0  84,28,0  0  0
Ξεχασμένης,4,5  2.534,750,0  0  0,0,5  0  5
Παλατιτσίων,4,5  15.581,2.946,3  1  621,194,6  1  5
Πατρίδος,5,6  3.247,1.566,4  3  2.049,657,4  0  4
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
Πλατάνου,1,1  342,87,0  0  0,,0,1  0  1
Πλατέος,19,22  29.175,5.588,21  14  10.593,,3.503,17  7  10
Πολυδένδρου,3,4  976,316,3  3  1.056,,467,6  1  5
Προδρόμου,1,2  339,102,1  1  138,,35,1  0  1
Ράχης,3,3  1.023,328,2  2  443,,159,4  0  4
Ριζωμάτων,11,17  4.810,1.506,3  3  995,,358,15  2  13
Σταυρού,2,2  583,182,4  6  1.237,,402,5  3  2
Σφηκιάς,9,13  6.348,1.825,0  0  0,,0,11  6  5
Τριλόφου,5,7  36.777,4.771,5  4  13.853,,2.419,7  1  6
Τριποτάμου,3,4  3.468,904,7  2  2.657,,998,4  0  4
Φυτείας,2,2  588,190,1  1  462,,149,2  1  1
Ειρηνούπολης,13,19  86.048,10.361,15  10  24.949,,6.836,15  4  11
Ναούσης,68,129  68.248,34.425,83  51  31.727,,11.958,122  35  87
Αρκοχωρίου,3,5  1.728,498,1  1  492,,161,3  0  3
Γιαννακοχωρίου,1,1  240,80,2  1  336,,116,2  1  1
Επισκοπής,9,12  6.929,1.513,9  2  22.279,,4.778,9  2  7
Κάτω Βερμίου,9,16  4.182,1.335,3  1  280,,90,13  4  9
Κοπανού,10,14  7.758,2.188,14  9  4.729,,1.531,12  2  10
Λευκαδίων,3,4  2.019,742,6  3  1.115,,430,5  2  3
Μαρίνης,2,3  908,302,5  6  1.690,,577,7  1  6
Μονοσπίτων,3,3  1.717,515,2  2  477,,158,4  1  3
Ροδοχωρίου,4,5  990,443,2  2  819,,400,4  1  3
Στενημάχου,2,2  1.178,378,0  0  0,,0,2  0  2
Χαριέσσης,0,0  0,0,2  1  595,,198,1  0  1
Σώστου,1,2  510,150,0  0  0,,0,2  0  2
ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,2.682,6.971  5.937.239,1.510.469,650  555  742.802,,147.075,9.532  2.113  7.419
Αγίου Παύλου,14,37  20.177,6.041,1  1  312,,86,48  11  37
Αμπελοκήπων,22,103  46.149,13.523,7  9  2.188,,706,127  22  105
Ελευθερίου-Κορδελιού,52,191  112.893,33.457,11  11  7.229,,1.769,339  160  179
(Ελευθερίου),,,,,,,
Ευόσμου,216,837  575.502,164.430,31  32  38.720,,8.047,1.490  318  1.172
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Θεσσαλονίκης,219,956  486.805,149.642,38  41  29.302,6.059,1.322  447  875
Ιωνίας,40,99  115.929,26.303,18  11  51.325,7.651,162  31  131
Καλαμαριάς,131,650  370.255,115.511,14  8  7.498,2.496,883  298  585
Κουφαλίων,21,40  29.960,8.024,37  34  16.879,4.898,76  9  67
Μενεμένης,17,41  45.395,11.623,13  14  26.156,4.555,50  26  24
Νεαπόλεως,14,58  22.795,6.780,3  5  1.082,343,64  18  46
Πολίχνης,100,259  142.134,42.874,19  16  8.383,2.611,340  76  264
Πυλαίας,86,207  192.374,55.051,12  9  10.665,2.919,250  27  223
Σίνδου,63,109  635.619,83.634,26  14  120.338,17.436,71  12  59
Σταυρουπόλεως,43,176  95.699,29.051,16  17  5.347,1.713,297  53  244
Συκεών,212,547  462.758,125.069,15  15  4.092,1.234,773  109  664
Τριανδρίας,8,31  13.258,3.868,0  0  0,0,34  9  25
Χαλάστρας,26,47  56.085,13.211,20  14  20.968,3.826,87  19  68
Αγγελοχωρίου,2,3  1.022,348,1  0  199,60,4  1  3
Αγίας Παρασκευής,19,36  18.791,5.887,1  1  235,78,34  3  31
Αγίας Τριάδος,12,32  20.387,6.410,0  0  0,0,51  18  33
Αγίου Αθανασίου,18,27  69.284,9.766,15  14  37.146,6.071,29  12  17
Αγίου Αντωνίου,3,10  5.196,1.404,3  1  495,146,13  4  9
Αγχιάλου,9,12  28.057,4.266,8  5  33.659,4.201,5  1  4
Αδένδρου,3,6  5.803,1.190,5  5  2.669,729,9  1  8
Ανατολικού,5,10  4.089,1.243,4  6  1.947,589,8  0  8
Ασβεστοχωρίου,27,58  25.510,7.917,6  7  3.459,1.167,49  9  40
Βαθυλάκκου,2,2  2.773,564,3  3  818,244,1  0  1
Βαλτοχωρίου,1,1  590,178,1  1  363,99,2  0  2
Βασιλικών,18,28  27.399,6.798,10  8  45.249,5.891,23  4  19
Βραχιάς,1,2  980,278,3  1  3.457,1.315,3  0  3
Γεφύρας,16,22  25.612,5.258,8  7  3.324,1.013,22  2  20
?ρυμού,16,21  31.467,6.549,6  5  1.775,499,15  3  12
Ελεούσης,1,1  203,53,0  0  0,0,1  1  0
Εξοχής,1,2  1.558,477,0  0  0,0,12  10  2
Επανομής,45,66  39.430,9.974,8  7  6.772,1.840,61  13  48
Ευκαρπίας,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",19,42  40.278,12.055,7  11  16.911,2.295,69  1  68
Θέρμης,72,169  204.791,51.594,14  10  18.656,4.174,237  34  203
Καλοχωρίου,20,33  225.101,31.434,12  7  46.504,7.420,31  3  28
Καρδιάς,16,28  18.014,5.357,2  3  662,214,22  1  21
Κάτω Σχολαρίου,5,9  7.924,2.158,3  3  1.133,355,10  0  10
Κυμίνων,17,27  26.294,5.223,8  7  3.970,1.062,23  0  23
Λαγυνών,28,47  40.228,9.656,6  5  4.053,1.105,36  2  34
Λητής,15,22  49.317,10.437,5  3  3.300,858,12  1  11
Μελισσοχωρίου,35,58  44.699,11.519,1  1  1.680,636,41  2  39
Μεσαίου,6,8  6.945,1.785,3  3  1.588,516,10  1  9
Μεσημερίου,7,11  12.917,3.181,5  5  1.100,338,13  1  12
Μικρού Μοναστηρίου,3,6  2.334,665,2  2  890,284,5  0  5
Νέας Μεσημβρίας,8,9  5.084,1.327,6  6  2.638,836,10  1  9
Νέας Μηχανιώνας,44,74  43.199,12.379,10  1  1.901,642,102  29  73
Νέας Ραιδεστού,23,46  55.875,12.674,1  1  425,109,56  1  55
Νέας Φιλαδελφείας,7,10  4.451,1.385,5  5  2.910,811,13  4  9
Νέου Ρυσίου,31,60  61.751,16.526,3  2  1.279,402,89  1  88
Νεοχωρούδας,21,30  82.605,15.626,10  2  28.162,4.484,12  1  11
Νέων Επιβατών,16,42  33.609,9.682,3  1  3.606,1.135,98  10  88
Νέων Μαλγάρων,10,15  17.843,3.674,5  3  8.974,1.911,11  0  11
Ξηροχωρίου,2,3  1.347,399,2  2  624,170,3  1  2
Πανοράματος,67,133  90.338,27.430,8  5  5.764,1.587,141  5  136
Παρθενίου,3,4  8.173,1.325,1  1  360,117,3  1  2
Πενταλόφου,21,22  63.824,13.007,5  5  10.982,2.012,8  4  4
Περαίας,94,288  219.522,66.652,4  4  1.450,390,542  108  434
Πλαγιαρίου,48,92  62.249,19.203,4  3  1.577,494,105  2  103
Προχώματος,15,18  15.957,3.044,1  1  749,238,14  1  13
Σουρωτής,10,21  13.033,4.173,3  3  1.809,477,23  0  23
Ταγαράδων,5,11  4.009,1.152,0  0  0,0,6  0  6
Τριλόφου,62,115  67.255,20.698,2  2  503,150,117  6  111
Φιλύρου,22,40  23.326,7.226,1  1  200,68,57  22  35
Χαλκηδόνος,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",6,9  6.504,1.495,12  15  5.726,1.750,20  1  19
Χορτιάτη,31,60  36.747,11.079,3  1  747,245,68  13  55
Ωραιοκάστρου,131,260  343.509,90.905,7  5  7.024,1.727,339  15  324
Λαγκαδά,45,81  70.665,16.323,26  27  11.589,3.510,106  22  84
Σοχού,11,17  9.254,2.371,6  5  2.724,799,12  6  6
Αγίου Βασιλείου,12,15  9.549,2.955,2  1  584,170,14  2  12
Αδάμ,4,5  2.618,773,1  0  50,16,4  0  4
Αναλήψεως,1,1  562,168,1  0  252,73,2  1  1
¶νω Σταυρού,1,2  554,206,2  1  357,104,2  1  1
Απολλωνίας,5,8  3.546,1.067,4  3  14.680,4.161,7  1  6
Αρδαμερίου,2,2  2.610,747,2  1  382,123,2  2  0
Αρεθούσης,5,6  3.661,846,4  4  1.602,454,6  3  3
Ασκού,1,1  168,57,2  1  916,270,3  0  3
Ασπροβάλτας,40,65  44.688,9.048,30  26  7.924,2.317,87  36  51
Ασσήρου,10,11  8.325,2.611,6  6  2.083,653,15  4  11
Βασιλουδίου,1,1  255,52,1  1  648,184,1  0  1
Βερτίσκου,7,11  3.474,1.230,0  0  0,0,8  2  6
Βόλβης,1,1  308,101,0  0  0,0,1  0  1
Βρασνών,14,22  8.511,3.349,6  6  2.618,765,25  7  18
Γερακαρούς,2,6  2.265,647,1  1  333,88,6  1  5
Εξαλόφου,3,3  1.938,588,0  0  0,0,3  0  3
Ευαγγελισμού,3,3  753,222,0  0  0,0,2  2  0
Ζαγκλιβερίου,1,1  654,218,0  0  0,0,1  0  1
Ηρακλείου,3,5  1.173,366,0  0  0,0,3  0  3
Καβαλλαρίου,8,11  18.130,3.794,3  2  5.857,1.059,8  0  8
Καρτερών,1,1  2.533,528,0  0  0,0,0  0  0
Κολχικού,3,4  1.497,397,0  0  0,0,2  1  1
Κριθιάς,10,11  5.874,1.723,2  0  392,107,11  2  9
Λαχανά,7,13  3.964,1.237,1  0  172,52,10  2  8
Λευκοχωρίου,1,1  240,70,1  2  397,130,1  1  0
Λιβαδίου,5,8  2.107,606,3  4  1.497,409,6  1  5
Μελισσουργού,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,,
Νομός,,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,,?ωμάτια  ?ωμάτια
"",2,3  2.655,646,0  0  0,,0,1  0  1
Μοδίου,1,1  1.102,150,0  0  0,,0,0  0  0
Νέας Απολλωνίας,10,15  7.789,2.140,1  1  1.031,,268,9  2  7
Νέας Μαδύτου,13,16  8.870,2.466,1  0  603,,157,10  1  9
Νικομηδινού,1,1  603,206,1  0  617,,222,2  0  2
Νικοπόλεως,1,2  628,178,0  0  0,,0,2  2  0
Νυμφοπέτρας,1,2  786,219,0  0  0,,0,1  0  1
Ξυλοπόλεως,1,1  545,186,0  0  0,,0,1  0  1
Όσσης,3,4  1.214,416,0  0  0,,0,3  0  3
Περιβολακίου,8,12  13.796,3.570,3  2  1.418,,381,8  1  7
Περιστεράς,0,0  0,0,2  0  275,,89,0  0  0
Πετροκεράσων,2,5  830,260,1  1  250,,75,3  0  3
Προφήτου,2,3  958,284,2  1  585,,154,4  1  3
Σαρακήνας,1,1  499,165,0  0  0,,0,1  0  1
Σκεπαστού,1,1  246,74,0  0  0,,0,1  1  0
Σταυρού,16,27  11.788,3.217,4  5  1.564,,500,24  8  16
Στεφανινών,0,0  0,0,1  0  528,,176,0  0  0
Στίβου,0,0  0,0,1  2  371,,124,2  1  1
Σχολαρίου,0,0  0,0,1  0  169,,40,0  0  0
Φιλαδελφίου,4,6  1.828,559,0  0  0,,0,4  0  4
Χρυσαυγής,5,6  2.236,656,1  1  426,,142,7  0  7
ΝΟΜΟΣ ΚΙΛΚΙΣ,380,633  746.413,158.502,102  94  135.820,,23.659,692  254  438
Κιλκίς,125,280  359.724,71.920,24  22  29.312,,5.109,412  173  239
Πολυκάστρου,33,57  52.507,17.197,13  17  5.712,,1.548,57  15  42
Αγίας Παρασκευής,0,0  0,0,2  2  504,,168,1  0  1
Αγίου Μάρκου,1,4  1.694,640,0  0  0,,0,4  0  4
Ακρίτα,0,0  0,0,1  1  276,,95,1  0  1
Ανθοφύτου,3,3  875,249,0  0  0,,0,3  1  2
Αντιγονείας,3,4  11.070,1.699,0  0  0,,0,1  1  0
Αξιοχωρίου,1,1  134,38,1  1  270,,89,2  2  0
¶σπρου,5,6  84.030,9.185,0  0  0,,0,0  0  0
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
Βαπτιστού,3,3  3.197,768,1  0  22.054,1.459,2  0  2
Γαλλικού,16,18  22.787,6.059,2  0  4.613,882,14  4  10
?ροσάτου,10,13  6.092,1.574,1  1  77,27,7  1  6
Επταλόφου,1,1  169,45,0  0  0,0,1  1  0
Ευζώνων,2,3  1.035,355,0  0  0,0,3  3  0
Ευκαρπίας,1,2  460,120,0  0  0,0,1  0  1
Καμπάνη,3,3  862,250,2  0  184,58,1  0  1
Καστανεών,2,2  4.359,1.030,0  0  0,0,0  0  0
Κάτω Θεοδωρακίου,1,1  1.560,480,0  0  0,0,0  0  0
Κοιλαδίου,1,1  3.207,718,0  0  0,0,0  0  0
Κρηστώνης,5,9  10.323,1.674,1  1  120,40,4  0  4
Μανδρών,1,1  241,82,1  1  264,88,1  0  1
Μαυρονερίου,2,2  1.384,394,0  0  0,0,0  0  0
Μικροκάμπου,9,10  14.303,3.531,4  4  2.690,897,8  1  7
Μικρού ?άσους,1,1  479,159,0  0  0,0,1  0  1
Μουριών,9,11  9.365,1.825,2  1  339,103,8  5  3
Μυριοφύτου,0,0  0,0,1  2  875,264,1  1  0
Νέας Σάντας,11,16  39.989,7.051,1  0  36,12,4  1  3
Νέου Αγιονερίου (Αγιονερίου),2,2  546,151,0  0  0,0,1  1  0
Νέου Γυναικοκάστρου,2,2  880,222,0  0  0,0,1  1  0
Ξυλοκερατέας,5,6  7.302,1.614,3  2  1.778,449,3  1  2
Παλαιού Αγιονερίου,2,2  516,172,1  0  29,11,2  1  1
Πεδινού,1,1  421,106,2  1  548,176,4  3  1
Πευκοδάσους,2,2  1.166,358,1  1  2.260,904,2  0  2
Πλαγιάς,1,1  210,70,0  0  0,0,0  0  0
Σταθμού Μουριών,2,2  554,141,0  0  0,0,1  0  1
Σταυροχωρίου,1,1  5.062,973,3  0  9.851,1.937,0  0  0
Τερπύλλου,19,22  16.466,4.288,6  6  2.164,693,14  6  8
Χέρσου,15,17  8.721,2.555,0  0  0,0,12  5  7
Χρυσοπέτρας,1,2  621,222,0  0  0,0,1  0  1
Χωρυγίου,3,3  5.073,1.304,0  0  0,0,1  0  1
Αξιουπόλεως,,,,,,
"",,Νέες Οικοδομές,,Προσθήκες,,Αριθμός κατοικιών
Υ.Π.Α,,,,,,
Νομός,,,,,,Με 1 Με 3
?ήμος ή Κοινότητα,Αριθμός,Οροφοι Ογκος,Επιφάνεια,Αριθμός Οροφοι Ογκος,Επιφάνεια,Σύνολο ή 2 και άνω
"",,,,,,?ωμάτια  ?ωμάτια
"",28,51  33.301,9.822,16  13  48.294,7.556,57  12  45
Γουμένισσας (Γουμενίσσης),20,29  13.668,3.510,4  7  839,262,22  9  13
Αγίου Πέτρου,2,3  2.447,597,0  0  0,0,2  0  2
Γοργόπης,1,2  659,220,0  0  0,0,1  0  1
Γρίβας,2,4  2.116,731,0  0  0,0,3  0  3
Ειδομένης,1,1  480,114,0  0  0,0,0  0  0
Ευρωπού,11,14  6.215,1.887,2  1  445,131,10  3  7
Καστανερής,0,0  0,0,2  2  838,225,3  1  2
Λιβαδίων,4,5  4.073,748,0  0  0,0,2  0  2
Μεσιάς,0,0  0,0,1  2  160,58,1  0  1
Πολυπέτρου,2,3  1.604,511,3  4  941,316,7  1  6
Ρυζιών,1,2  3.343,786,0  0  0,0,0  0  0
Σκρα,2,3  1.008,322,0  0  0,0,3  0  3
Τούμπας,1,1  115,35,0  0  0,0,1  1  0
Φανού,0,0  0,0,1  2  347,102,1  0  1
ΝΟΜΟΣ ΠΕΛΛΗΣ,582,1.039  718.202,179.787,244  206  114.205,30.958,1.140  270  870
Αριδαίας,43,75  41.611,12.630,10  8  2.959,971,83  19  64
Αλώρου,2,2  695,217,1  1  198,66,2  0  2
Αρχαγγέλου,3,5  1.925,590,1  1  312,104,5  3  2
Αψάλου,6,7  4.360,952,0  0  0,0,3  0  3
Βορεινού,7,10  4.410,1.128,1  0  131,41,4  0  4
Γαρεφείου,4,5  2.138,660,0  0  0,0,1  0  1
?ωροθέας,7,8  2.405,678,2  0  600,211,7  1  6
Εξαπλατάνου,11,15  8.504,2.470,1  1  342,110,5  0  5
